,a_lot,ba,device,wafer_info,device_group,department,package,bond_wire,release,scrapped,ship_package,uk_input,final_test_input,final_test_para_fails,final_test_gross_fails,final_test_output,final_test_yield,delivery_date,quality_id,wps,fa,class_name,cause,comment,edit_user,edit_date,create_user,create_date,operator,tester,workplace,transistor_type,chip_configuration,lead_frame,soft_solder,bond_wire2,article
121,610484,632692,ZXMS6004SG,9Z33HORDE.4: 8(probed),SVMOS,SMD,SOT223,AU,True,False,TA,103567.0,100259.0,2534.0,1267.0,96458.0,0.962088191583798,2020-08-25 00:00:00.000,1203,False,False,Ausbeute,ID_on,"GW 2.53% (ID_on); ID_on liegt nahe an der Obergrenze beim Q-Tester (Obergrenze: 2.3, 3 - Messwerte: 2.1xxx/2.9xxx).",minsung-kim,2020-08-25 10:58:33.450,minsung-kim,2020-08-25 10:56:12.420,,,,,,LEADFRAME DZN 2012 (spot Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"AU-BETA-DRAHT 0,025 MM",A221W1.17.1
122,610473,632681,ZVN2106G,9Z33ROTAS.4: 12(unprobed),MOSFET-M,SMD,SOT223,CU,True,False,TA,161570.0,159728.0,3325.0,1006.0,155397.0,0.9728851547630972,2020-08-25 00:00:00.000,1202,False,False,Ausbeute,DS_slope,GW 2.08% (DS_slope); unprobed Wafer. DS_slope (BVDSS2 / BVDSS1) liegt nahe an der Untergrenze beim Q-Tester (Untergrenze: 1 - Messwert: 1.0xxx); DieUntergrenze in Wafertest ist 0.93 .,minsung-kim,2020-08-25 10:50:35.657,minsung-kim,2020-08-25 10:38:04.110,,,,nMOSe,ZVN2106D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"KUPFERBONDDRAHT 0,025MM Dr",A22461.326.1
123,610483,632691,ZXMP4A16GQ,9Y47TOAST.4: 13(probed),UMOS,SMD,SOT223,AU,False,False,TA,63184.0,31000.0,,,31000.0,1.0,2020-09-04 00:00:00.000,1201,False,False,Prozessfehler,,"TP 1/2 deformiertes Trägerband durch überspritzte BE.

Ausbeutecheck TP2.",martin-krausse,2020-08-27 16:00:30.013,monty-krebs,2020-08-25 09:40:11.987,,,,pMOSe,,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,"AU-BETA-DRAHT TYP 0,038 MM",A221S1.24.1
124,614511,633138,FMMT625,9Z35NORMS.3: 8(probed),ST,SMD,SOT23,CU,False,False,TA,149616.0,,,,,,,1200,False,False,Prozessfehler,,TP1 12k fehlerhafte Chipablage.,ingo-hoerselmann,2020-08-24 14:04:02.790,ingo-hoerselmann,2020-08-24 14:03:39.963,,,,npn,FMMT625C,TRÄGERBAND TB 401 LS-N  85 my,,"KUPFERBONDDRAHT 0,038 MM",A164I1.432.4
125,610460,632668,ZXMP10A13F,9Z14GOFER.6: 7(probed),UMOS,SMD,SOT23,CU,False,False,TA,134786.0,133755.0,498.0,1378.0,131879.0,0.9859743560988374,,1199,False,True,Ausbeute,Bondtoolabdruck,"Kappenversatz Verplasten .

TP1-2,5 auf 608 dann auf 1023 (Kappenversatz kommt nicht in Schiene von 608).

TP3 erhöhter TA.

<font color=red>FA: Bondtoolabdrücke sowohl im Ausfall TP3 als auch TP1-2,5 .

<font color=red>TP2 Ausgurten und bis Montag in TC: nach 6k NM abgebrochen 4xTA (auch Bondtoolabdrücke).

<font color=red>Verschrotten.",martin-krausse,2020-08-31 15:07:37.230,martin-krausse,2020-08-24 10:46:09.540,275; 275; 225; 275,HP40141N; HP40141N; HP40141N; HP40186,608; 608; 608; 1023,pMOSe,ZXMP10A13C,TRÄGERBAND TB 401 LS-N  85 my,,"KUPFERBONDDRAHT 0,025MM Dr",A164G1.444.4
126,610477,632685,ZVN4525G,9Z26AMMAN.6: 7(unprobed),MOSFET-M,SMD,SOT223,CU,True,False,TA,87258.0,86586.0,1812.0,431.0,84343.0,0.9740951193033516,2020-08-24 00:00:00.000,1198,False,False,Ausbeute,"IDSS, VGSth","GW 2.09% (IDSS, VGSth); das Kanalproblem.",minsung-kim,2020-08-21 14:03:21.110,minsung-kim,2020-08-21 14:01:51.460,,,,,ZVN4525GD,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"KUPFERBONDDRAHT 0,025MM Dr",A22461.326.1
127,612310,632901,ZXMN2A01F,9Z37YUKON.4: 2(ringprobed); 9Z28RANDS.3: 2(probed),UMOS,SMD,SOT23,CU,True,False,TA,65666.0,65301.0,7626.0,148.0,57527.0,0.8809512871165832,2020-08-26 00:00:00.000,1197,False,False,Ausbeute,RDSon,GW 11.68% (RDSon); ringprobed/probed (2/2) Wafer. RDSon ist über die Obergrenze. Das entspricht dem Hauptfehler (RDSon) beim Wafertest..,minsung-kim,2020-08-24 12:08:58.907,minsung-kim,2020-08-21 12:46:36.093,331; 331; 292; 287,HP40186; HP40186; AOT40100; AOT40100,1023; 1023; 104; 104,nMOSe,ZXMN2A01C,TRÄGERBAND TB 401 LS-N  85 my,,"KUPFERBONDDRAHT 0,038 MM",A164O1.444.4
128,610476,632684,ZVN4424G,9Z35LARCH.6: 2(ringprobed); 9Z35LARCH.5: 21(unprobed); 9Z35LARCH.4: 1(probed),MOSFET-H,SMD,SOT223,CU,True,False,TA,211621.0,210407.0,6530.0,4175.0,199702.0,0.9491224151287743,2020-08-21 00:00:00.000,1196,False,False,Ausbeute,"IDSS, VGSth","GW 3.1% (IDSS, VGSth); TA 1.98% (IDSS, VGSth); das Kanalproblem.",minsung-kim,2020-08-21 08:29:05.593,minsung-kim,2020-08-21 08:26:47.227,,,,nMOSe,ZVN4424GD,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"KUPFERBONDDRAHT 0,025MM Dr",A22461.327.1
129,610474,632682,ZVN2106G,9Z33ROTAS.4: 12(unprobed),MOSFET-M,SMD,SOT223,CU,False,False,TA,160914.0,124000.0,,,124000.0,1.0,2020-08-25 00:00:00.000,1195,False,False,Prozessfehler,,Maskenversatz TP5 15k.,ingo-hoerselmann,2020-08-20 11:32:26.767,ingo-hoerselmann,2020-08-20 10:32:52.110,,,,nMOSe,ZVN2106D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"KUPFERBONDDRAHT 0,025MM Dr",A22461.326.1
130,610457,632665,FMMT619,9Z28YEARN.3: 8(unprobed),ST,SMD,SOT23,CU,True,False,TA,154511.0,154077.0,2593.0,497.0,150987.0,0.9799450923888705,2020-08-21 00:00:00.000,1194,False,False,Ausbeute,"HFE,VCESAT","GW 4%- TP1 (HFE, VCESAT); beim Qtester nachgemessen 20/20 gut.",minsung-kim,2020-08-20 08:40:40.307,minsung-kim,2020-08-20 08:38:20.203,293; 225; 275,HP40141N; HP40141N; HP40141N,608; 608; 608,npn,FMMT619C,TRÄGERBAND TB 401 LS-N  85 my,,"KUPFERBONDDRAHT 0,038 MM",A164I1.432.4
131,604846,631994,ZTLV431AF,9Z31BLURB.6: 1(probed),IC,SMD,LFSOT23,AU,True,False,TA,17992.0,17873.0,665.0,132.0,17076.0,0.955407598052929,2020-08-20 00:00:00.000,1193,False,False,Ausbeute,Vref,GW 3.72% (Vref);.,minsung-kim,2020-08-19 10:54:26.197,minsung-kim,2020-08-19 10:53:42.487,275,HP40186,1023,,ZR431L01XF,LEADFRAME DZN 1020,,"GOLDDRAHT 0,022MM",A171N1.72.4
132,595943,630521,ZVN4424A,9Z22TARDY.5: 1(probed),MOSFET-H,SMD,ELineX,AU,True,False,STZ,8813.0,4000.0,118.0,7.0,3875.0,0.96875,2020-08-19 00:00:00.000,1192,False,False,Ausbeute,VGSth,"GW 2.95% (VGSth); VGSth ist niedrig (Untergrenze: 0.8V, GW: 0.65~0.79V).",minsung-kim,2020-08-21 12:51:44.077,minsung-kim,2020-08-18 14:16:21.003,,,,n-Kanal,ZVN4424GD,TRÄGERSTREIFEN EP3,MICROBOND SOFT SOLDER WIRE 0.30MM,"AU-BETA-DRAHT 0,025 MM",A19K1.607.6
133,601504,631480,ZVN4210A,9Z26KLICK.4: 4(probed),MOSFET-M,SMD,ELineX,AU,False,False,STZ,53226.0,52922.0,7314.0,33.0,45575.0,0.861173047125959,2020-08-26 00:00:00.000,1191,False,True,Ausbeute,RDSon,"GW 13.82% (RDSon); RDSon ist über die Obergrenze.

FA: keine Unterschied im Eutektikumfluss zwischen dieser Charge und Lot 600624 (gleicher Wafer, gute Ausbeute).

weiterführende FA.",martin-krausse,2020-08-26 09:40:13.030,minsung-kim,2020-08-18 10:42:31.953,,,,n-Kanal,,TRÄGERSTREIFEN EP3,,"AU-BETA-DRAHT 0,025 MM",A19I1.606.6
134,601505,631481,ZVN4424A,9Z22FLOAT.5: 3(unprobed),MOSFET-H,SMD,ELineX,AU,True,False,STZ,26688.0,26624.0,726.0,240.0,25658.0,0.9637169471153846,2020-08-19 00:00:00.000,1190,False,False,Ausbeute,VGSth,GW 2.73% (VGSth); unprobed Wafer. VGSth ist niedrig.,minsung-kim,2020-08-18 10:56:39.740,minsung-kim,2020-08-18 10:40:46.730,,,,n-Kanal,ZVN4424GD,TRÄGERSTREIFEN EP3,MICROBOND SOFT SOLDER WIRE 0.30MM,"AU-BETA-DRAHT 0,025 MM",A19K1.607.6
135,600625,631285,ZVN4424A,9Z22FLOAT.5: 3(unprobed),MOSFET-H,SMD,ELineX,AU,True,False,STZ,35584.0,35293.0,1184.0,477.0,33632.0,0.9529368430000283,2020-09-01 00:00:00.000,1189,False,False,Ausbeute,VGSth,GW 3.35% (VGSth); unprobed Wafer. VGSth ist niedrig.,minsung-kim,2020-08-18 10:56:40.907,minsung-kim,2020-08-18 10:05:52.270,,,,n-Kanal,ZVN4424GD,TRÄGERSTREIFEN EP3,MICROBOND SOFT SOLDER WIRE 0.30MM,"AU-BETA-DRAHT 0,025 MM",A19K1.607.6
136,608448,632534,FZT953,9Z33ESSAY.5: 13(unprobed),HT,SMD,SOT223,CU,True,False,TA,66757.0,65520.0,1842.0,896.0,62782.0,0.9582112332112332,2020-08-19 00:00:00.000,1188,False,True,Q-Fehler,IEBO,"GW 2.81% (IEBO); unprobed Wafer. Der Hauptfehler in Waferfab ist IEBO (bei 6V) wie NAT.

1 QF EB-short (intermittierend).

FA: intermittierender EB-Kurzschluss durch Kontamination auf Dieoberfläche.

vgl. Q1059 (ZDT1048), Q1122 (FZT956Q), Q1156 (ZXTN25020DFH).

Freigabe Hha.",felix-kannemann,2020-08-18 10:56:42.433,minsung-kim,2020-08-18 07:28:34.757,,,,pnp,FZT953D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,"KUPFERBONDDRAHT 0,043MM",A224P1.322.1
137,608450,632536,FZT968,9Z16BORNE.7: 10(probed),HT,SMD,SOT223,CU,True,False,TA,46831.0,46504.0,979.0,196.0,45329.0,0.9747333562704283,2020-08-19 00:00:00.000,1187,False,False,Ausbeute,IEBO,"GW 2.11% (IEBO); NM: 5/20 Gut, 5/20 IEBO, 10/20 EB Kurzschluss .",minsung-kim,2020-08-18 10:14:36.167,minsung-kim,2020-08-17 14:23:44.947,,,,pnp,FZT968D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,"KUPFERBONDDRAHT 0,043MM",A224P1.322.1
138,608447,632533,FZT948,9X43CAIRN.6: 6(unprobed),HT,SMD,SOT223,CU,True,False,TA,32057.0,31679.0,532.0,308.0,30839.0,0.9734840114902616,2020-08-18 00:00:00.000,1186,False,False,Ausbeute,HFE,"GW 1.68% (HFE); unprobed Wafer. Der Hauptfehler ist HFE (bei 1 V, 5 A) - der Test fehlt in Waferfab und der Hauptfehler in Waferfab ist HFE (1V, 1A).

&nbsp;.",minsung-kim,2020-08-17 14:51:19.687,minsung-kim,2020-08-17 14:14:10.593,,,,pnp,FZT948D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,"KUPFERBONDDRAHT 0,043MM",A224P1.322.1
139,603103,631742,FMMT717,9Z23GUARD.7: 9(unprobed),ST,SMD,SOT23,CU,True,False,TA,166179.0,161983.0,7935.0,1351.0,152697.0,0.9426729965490206,2020-08-17 00:00:00.000,1184,False,False,Ausbeute,HFE,GW 1.5~5.5% (HFE); unprobed Wafer. &nbsp;Schelchte Verteilungen (HFE) in Waferfab.,minsung-kim,2020-08-17 10:02:58.423,minsung-kim,2020-08-17 09:59:30.463,304; 236; 331; 331; 225; 231; 231,HP40171; HP40171; HP40186; HP40186; HP40186; HP40186; HP40186,250; 250; 1023; 1023; 1023; 1023; 1023,pnp,,TRÄGERBAND TB 401 LS-N  85 my,,"KUPFERBONDDRAHT 0,038 MM",A164I1.432.4
140,606445,632252,FZT855,9Y44CADGE.4: 7(ringprobed); 9Y44CADGE.3: 7(probed),HT,SMD,SOT223,CU,True,False,TA,70327.0,70233.0,2105.0,1113.0,67015.0,0.9541810829666966,2020-08-14 00:00:00.000,1183,False,False,Ausbeute,HFE,"GW 3%(HFE); probed (7)/ringprobed Wafer(7). &nbsp;Die Ausbeute von probed Wafer bei Waferfab: 92~97% (HFE) , . &nbsp;Die Ausbeute von ringprobed Wafer bei Waferfab: 90~95% (HFE) .",minsung-kim,2020-08-13 12:12:55.643,minsung-kim,2020-08-13 12:07:36.797,,,,npn,FZT855D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,"KUPFERBONDDRAHT 0,043MM",A224P1.322.1
141,597708,630843,ZTX705,9Z22PICKS.4: 2(unprobed),MT,SMD,ELineX,AU,True,False,Schüttgut,26308.0,26176.0,750.0,317.0,25109.0,0.9592374694376528,2020-08-12 00:00:00.000,1182,False,False,Ausbeute,"ICBO, ICES","GW 2.87% (ICBO, ICES); unprobed Wafer. 70% von GW haben Leckages von ca. 120 ~ 130 nA (Grenzwert: 100/120 nA).",minsung-kim,2020-08-12 10:33:10.957,minsung-kim,2020-08-12 10:25:14.153,,,,pnp,,TRÄGERSTREIFEN EP3,,"AU-BETA-DRAHT TYP 0,038 MM",A19F1.603.3
142,604849,631997,ZXTN2031F,9Z29PURGE.4: 9(unprobed),SS6,SMD,LFSOT23,AU,False,False,TA,91881.0,63000.0,,,63000.0,1.0,2020-08-31 00:00:00.000,1180,False,False,Prozessfehler,,TP2 Kürzschlüsse beim Bonden -< Sperrlager .,ingo-hoerselmann,2020-08-12 15:51:33.790,ingo-hoerselmann,2020-08-12 08:09:59.550,322; 322; 236,HP40171; HP40171; HP40171,250; 250; 250,,X23N49CD,LEADFRAME DZN 1011,,"AU-BETA-DRAHT TYP 0,050 MM",A171U1.68.4
143,601510,631486,ZXMS6004FF,9Z23READS.4: 10(probed),SVMOS,SMD,SOT23F,AU,True,False,TA,126751.0,126188.0,3315.0,89.0,122784.0,0.9730243763273846,2020-08-11 00:00:00.000,1178,False,False,Ausbeute,ID_ON,"GW 2.63%( ID_ON, RDS_ON); Mehr als 90% von GW sind gut beim Qtester, aber das zweite ID_ON ist knapp. Es gibt zwei ID_ON-Tests bei NAT, während es bei Waferfab nur einen ID_ON-Test gibt. &nbsp;.

vermehrt Löcher im Plast. Bilder siehe FA-Report Q1178.",minsung-kim,2020-08-12 13:19:41.723,minsung-kim,2020-08-11 09:03:54.897,168; 322; 168; 322; 168,HP40141N; HP40141N; HP40141N; HP40141N; HP40141N,484; 608; 608; 608; 484,,,TRÄGERBAND TB 301-6 6-row,,"AU-BETA-DRAHT 0,025 MM",A20141.655.4
144,601509,631485,ZXMS6004FFQ,9Z23READS.4: 9(probed),SVMOS,SMD,SOT23F,AU,True,False,TA,112677.0,111898.0,5032.0,50.0,106816.0,0.9545836386709324,2020-08-11 00:00:00.000,1176,False,False,Ausbeute,ID_ON,"GW 4.5%( ID_ON, RDS_ON); Mehr als 90% von GW sind gut beim Qtester, aber das zweite ID_ON ist knapp. Es gibt zwei ID_ON-Tests bei NAT, während es bei Waferfab nur einen ID_ON-Test gibt. &nbsp;.",minsung-kim,2020-08-11 09:01:23.420,minsung-kim,2020-08-11 08:55:59.367,331; 331; 275,HP40141N; HP40141N; HP40141N,608; 608; 608,,,TRÄGERBAND TB 301-6 6-row,,"AU-BETA-DRAHT 0,025 MM",A20141.655.4
145,601513,631487,FMMT417,9Z05TROOP.9: 1(unprobed),HT,SMD,SOT23,AU,True,False,TD,37855.0,37749.0,2406.0,295.0,35048.0,0.9284484357201516,2020-08-12 00:00:00.000,1174,False,False,Ausbeute,"BVCBO, BVCEO","GW 6.3% (BVCBO, BVCEO); Es gibt keine Obergrenzen für BVCBO und BVCEO in Waferfab, während es in Finaltest-Spezifikationen Obergrenzen gibt. *Dieser Charge hat kein Datenlog.",minsung-kim,2020-08-06 08:41:51.350,minsung-kim,2020-08-06 08:38:42.377,331,HP40186,1023,npn,ZTX417C,TRÄGERBAND TB 401 LS-N  85 my,,"AU-BETA-DRAHT 0,025 MM",A16151.34.4
146,606241,632227,FMMT417,9Z05TROOP.6: 3(unprobed),HT,SMD,SOT23,AU,True,False,TD,113215.0,112596.0,13077.0,702.0,98817.0,0.8776244271554939,2020-08-14 00:00:00.000,1172,False,False,Ausbeute,"BVCBO, BVCEO","GW 19% (BVCBO, BVCEO); Es gibt keine Obergrenzen für BVCBO und BVCEO in Waferfab, während es in Finaltest-Spezifikationen Obergrenzen gibt. Außerdem haben die Wafer bereits eine schlechte Verteilung von BVCBO.",minsung-kim,2020-08-06 08:37:59.653,minsung-kim,2020-08-06 08:33:18.940,304; 221,HP40369; HP40369,441; 441,npn,ZTX417C,TRÄGERBAND TB 401 LS-N  85 my,,"AU-BETA-DRAHT 0,025 MM",A16151.34.4
147,608426,632514,FMMT495,9Z33TEEMS.6: 8(ringprobed),HT,SMD,SOT23,CU,False,False,TA,238419.0,225736.0,539.0,65.0,225132.0,0.9973243080412517,2020-08-18 00:00:00.000,1170,False,False,Prozessfehler,,"TP5 Zwischenlagenband verdreht, 6.7k Ausfall.",ingo-hoerselmann,2020-08-05 14:35:47.157,ingo-hoerselmann,2020-08-05 14:34:17.280,289; 236; 236; 248; 289,HP40369; HP40369; HP40369; HP40369; HP40369,441; 441; 441; 441; 441,npn,FMMT495C,TRÄGERBAND TB 401 LS-N  85 my,,"KUPFERBONDDRAHT 0,025MM Dr",A16451.434.4
148,608426,632514,FMMT495,9Z33TEEMS.6: 8(ringprobed),HT,SMD,SOT23,CU,False,False,TA,238419.0,225736.0,539.0,65.0,225132.0,0.9973243080412517,2020-08-18 00:00:00.000,1169,False,False,Prozessfehler,,"TP3 Trägerband auf Aufwickler beim Bonden verdreht, Spule 35k, Schätzung betroffen 5k.",ingo-hoerselmann,2020-08-05 14:34:53.830,ingo-hoerselmann,2020-08-05 14:33:06.420,289; 236; 236; 248; 289,HP40369; HP40369; HP40369; HP40369; HP40369,441; 441; 441; 441; 441,npn,FMMT495C,TRÄGERBAND TB 401 LS-N  85 my,,"KUPFERBONDDRAHT 0,025MM Dr",A16451.434.4
149,606248,632234,FMMT625,9Z28DRIVE.3: 1(probed); 9Z28DRIVE.4: 4(ringprobed); 9Z28DRIVE.6: 3(ringprobed),ST,SMD,SOT23,CU,True,False,TA,146866.0,144010.0,4105.0,544.0,139361.0,0.9677175196166933,2020-08-07 00:00:00.000,1167,False,False,Ausbeute,VCESAT,"GW 2~3% (VCESAT) TP1,2; In Waferfab wurde nur ein VCESAT Test (total 3 VCEsat) durchgeführt..",minsung-kim,2020-08-06 08:13:15.497,minsung-kim,2020-08-05 12:18:28.187,293; 221; 293,HP40369; HP40369; HP40369,441; 441; 441,npn,FMMT625C,TRÄGERBAND TB 401 LS-N  85 my,,"KUPFERBONDDRAHT 0,038 MM",A164I1.432.4
150,495657,616866,ZXMS6005DT8Q,9Y34MARES.5: 12(probed),2SVMOS,SMD,SM8,AU,False,False,TA,44779.0,44380.0,2151.0,736.0,41493.0,0.9349481748535377,2019-08-26 00:00:00.000,1166,False,True,Reklamation,,"NM (GHo) aus GW/TA um Fehlerursache beim Bonden hoffentlich auszuschließen .

FA: Fehler aus Reklamation nicht gefunden, aber chipped die edges .

+1xDS Kurzschluss aber an anderer Stelle als Reklamation (nach UK geschickt).",martin-krausse,2020-08-10 08:46:15.483,martin-krausse,2020-08-03 16:08:33.287,,,,,,TRÄGERBAND TB 4407-B,MICROBOND SOFT SOLDER WIRE 0.30MM,"AU-BETA-DRAHT 0,030 MM",A231K1.90.1
151,601521,631492,FMMT560,9Z23LARDS.6: 10(probed),VT,SMD,SOT23,AU,True,False,TA,184062.0,183766.0,8702.0,17.0,175047.0,0.9525537912345048,2020-08-03 00:00:00.000,1164,False,False,Ausbeute,HFE,GW 5% (HFE); beim Q-Tester 90% gut - schon schelchte Verteilung von Waferfab..,minsung-kim,2020-08-06 08:12:59.140,minsung-kim,2020-07-31 08:02:10.790,287; 236; 304; 236,HP40171; HP40171; HP40171; HP40171,250; 250; 250; 250,pnp,FMMT560C,TRÄGERBAND TB 401 LS-N  85 my,,"AU-BETA-DRAHT 0,025 MM",A16151.39.4
152,604876,632016,ZXMP6A17G,9Z31LONER.5: 25(probed),UMOS,SMD,SOT223,CU,True,False,TA,171815.0,171208.0,767.0,5234.0,165207.0,0.9649490678005701,2020-07-31 00:00:00.000,1162,False,True,Ausbeute,IGSS,"Screeningtest: 1~2 % jeder TP (IGSS).

FA : Felix.

kontinuierlicher Anstieg Screening-Ausfall PUMOS_GR von TP1 zu TP5 (0,6 ... 2%), TP6 aber nur 1,2%.

bei Nachmessung an Q-Tester wurden Screening-Ausfälle zu Totalausfall!.

BE geöffnet: 6/12 fleckige Metallisierung, auch Gute.",minsung-kim,2020-07-31 08:25:06.040,minsung-kim,2020-07-30 10:14:44.983,,,,pMOSe,ZXMP6A17D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"KUPFERBONDDRAHT 0,043MM",A224V1.324.1
153,567808,624855,ZXT11N20DF,9Y51RHEIN.10: 1(unprobed),SS4,SMD,SOT23,AU,False,False,TA,19530.0,0.0,,,0.0,,,1160,False,False,Prozessfehler,,Dimension außerhalb der Spezifikation; KappenVersatz (WZ ASA I hinten).,martin-krausse,2020-07-30 09:39:46.860,monty-krebs,2020-07-29 12:26:04.803,,,,npn,T11N20DC,TRÄGERBAND TB 401 LS-N  85 my,,"AU-BETA-DRAHT TYP 0,050 MM",A161S1.38.4
154,600230,631215,ZXTP25020BFH,9Z26RIGID.6: 3(unprobed),SS6,SMD,LFSOT23,AU,False,True,TA,69723.0,39000.0,,,39000.0,1.0,2020-08-18 00:00:00.000,1159,False,False,Prozessfehler,&nbsp;Ofen verschmutzt + non stick Erkennung teilweise abgeschaltet,"Lose wedge, in Folge Golfschläger Emitterbond.

&nbsp;.

GW TP2: 11.27%, TP3: 3.8% (ICEV); Schelchte Verteilungen (ICEV) in Waferfab.",minsung-kim,2020-08-17 10:07:13.283,ingo-hoerselmann,2020-07-29 10:49:54.120,225; 304,HP40171; HP40171,250; 250,,X25P20BD,LEADFRAME DZN 1020,,"AU-BETA-DRAHT TYP 0,050 MM",A171S1.68.4
155,604878,632018,ZXMS6004DG,9Z33HORDE.4: 13(probed),SVMOS,SMD,SOT223,AU,True,False,TA,162225.0,161856.0,939.0,1172.0,159745.0,0.9869575425069197,2020-07-31 00:00:00.000,1158,False,True,Q-Fehler,,"3 QF IDSS.

FA: keine Assemblyfehler, Metallisierung durch Probenadelabdrücke beschädigt .

98,6% Ausbeute.",felix-kannemann,2020-07-30 11:31:10.860,felix-kannemann,2020-07-28 14:28:10.373,,,,,,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"AU-BETA-DRAHT 0,025 MM",A22141.17.1
156,603334,631863,ZXTP2025F,9Z29SHUTS.4: 13(unprobed),SS6,SMD,LFSOT23,AU,True,False,TA,132717.0,130539.0,4740.0,1396.0,124403.0,0.952994890415891,2020-07-29 00:00:00.000,1157,False,True,Ausbeute,,"95% Ausbeute, 3-5% BVEBO-Ausfall in TP 1,5,6.

in Ausfall reingemessen:.

20 GW: 14 Gut, 2 HFE, 2 ICEx, je 1 CB-/EB-short.

TA: Hälfte leer.

Decap: keine Assemblyfehler.

Ergebnis: BVEBO-Ausfall nicht bestätigt.",felix-kannemann,2020-07-28 14:24:32.007,felix-kannemann,2020-07-28 12:23:18.730,248; 292; 248; 292; 287; 248,HP40171; HP40171; HP40171; HP40171; HP40171; HP40171,250; 250; 250; 250; 250; 250,,X23P30CD,LEADFRAME DZN 1011,,"AU-BETA-DRAHT TYP 0,050 MM",A171U1.68.4
157,600226,631211,ZXTN25020DFH,9Z23BAULK.5: 5(unprobed),SS6,SMD,LFSOT23,AU,True,False,TA,116455.0,115706.0,7012.0,379.0,108315.0,0.9361225865555806,2020-08-07 00:00:00.000,1156,False,True,Ausbeute,,"6% GW (ICEV).

Unterschiede ICEV-Test auf Wafer und Final test.

weitere FA (cratering):.

cratering auf einem BE gefunden (wahrscheinlich das mit der unförmigen Bondkugel + BVCBO-Fehler).

<font color=""#22B14C"">Freigabe HHa.",martin-krausse,2020-08-06 16:14:14.453,felix-kannemann,2020-07-28 12:14:34.003,287; 292; 248; 287; 248,HP40171; HP40171; HP40171; HP40171; HP40171,250; 250; 250; 250; 250,,X25N20DD,LEADFRAME DZN 1020,,"AU-BETA-DRAHT TYP 0,050 MM",A171S1.68.4
158,601602,631506,BSP75N,9Z30MATCH.4: 3(probed); 9Z30MATCH.6: 7(unprobed); 9Z30MATCH.5: 15(ringprobed),SVMOS,SMD,SOT223,AU,True,False,TA,132258.0,132088.0,1469.0,1440.0,129179.0,0.9779768033432257,2020-07-24 00:00:00.000,1155,False,True,Q-Fehler,,"2 QF T_trip (2x RDS_on an Grenze, NM i.O.).

FA:.

QF1 Source-Metallisierung beschädigt durch Probenadelabdrücke, Passivierungssplitter auf ungenutztem Bondpad.

QF 2 i.O..

Freigabe SM.",felix-kannemann,2020-07-28 15:04:30.460,felix-kannemann,2020-07-24 11:15:14.187,,,,,BSP75ND,LEADFRAME DZN 2012 (spot Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"AU-BETA-DRAHT 0,025 MM",A22111.17.1
159,603311,631850,FZT605-79,9Z28ROYAL.5: 9(ringprobed),MT,SMD,SOT223,AU,True,False,TA,115694.0,114177.0,544.0,170.0,113463.0,0.993746551407026,2020-07-28 00:00:00.000,1154,False,True,Q-Fehler,"BVEBO, IEBO, VCEsat","1QF, FA: Probenadel auf Emitterpad nicht zentriert.

-< Al in EB-Graben gedrückt -< Kurzschluss (Totalausfall).

Freigabe HHa.",felix-kannemann,2020-07-28 15:03:52.897,felix-kannemann,2020-07-24 11:13:49.113,,,,npn,FZT605D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"GOLDDRAHT 0,045 MM",A222E1.21.1
160,600614,631275,ZX5T955G,9Z29VIPER.5: 21(unprobed),HT,SMD,SOT223,PD,True,False,TA,203789.0,200406.0,1395.0,1358.0,197653.0,0.9862628863407283,2020-07-22 00:00:00.000,1153,False,True,Allg. & ZVR.,,"1 QF BVCBO.

FA: Lotpunkt an Chipkante.

Passivierung bei Final Test beschädigt, nicht detektiert -< CB-Kurzschluss, erst bei Q-Messung detektiert.

komplett ausgeliefert.

&nbsp;.",tobias-hofmann,2020-08-06 12:16:17.030,felix-kannemann,2020-07-24 08:23:30.300,,,,,,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"PD PRO DRAHT 0,043 MM Reißlast",A226G1.322.1
